dataset,formula_name,formula_label,site_branch,interaction_branch,source_stage,model_class,model_class_label,family,model_id,benchmark_id,model_display_label,threshold,reporting_note,false_positive_rate_year_1,false_positive_rate_year_2,false_positive_rate_year_3,false_positive_rate_year_4,false_positive_rate_year_5,false_positive_rate_year_6,false_positive_rate_year_7,false_positive_rate_year_8,false_positive_rate_year_9,false_positive_rate_year_10,false_positive_rate_lower_year_1,false_positive_rate_lower_year_2,false_positive_rate_lower_year_3,false_positive_rate_lower_year_4,false_positive_rate_lower_year_5,false_positive_rate_lower_year_6,false_positive_rate_lower_year_7,false_positive_rate_lower_year_8,false_positive_rate_lower_year_9,false_positive_rate_lower_year_10,false_positive_rate_upper_year_1,false_positive_rate_upper_year_2,false_positive_rate_upper_year_3,false_positive_rate_upper_year_4,false_positive_rate_upper_year_5,false_positive_rate_upper_year_6,false_positive_rate_upper_year_7,false_positive_rate_upper_year_8,false_positive_rate_upper_year_9,false_positive_rate_upper_year_10,false_positive_burden_year_1,false_positive_burden_year_2,false_positive_burden_year_3,false_positive_burden_year_4,false_positive_burden_year_5,false_positive_burden_year_6,false_positive_burden_year_7,false_positive_burden_year_8,false_positive_burden_year_9,false_positive_burden_year_10,false_positive_burden_lower_year_1,false_positive_burden_lower_year_2,false_positive_burden_lower_year_3,false_positive_burden_lower_year_4,false_positive_burden_lower_year_5,false_positive_burden_lower_year_6,false_positive_burden_lower_year_7,false_positive_burden_lower_year_8,false_positive_burden_lower_year_9,false_positive_burden_lower_year_10,false_positive_burden_upper_year_1,false_positive_burden_upper_year_2,false_positive_burden_upper_year_3,false_positive_burden_upper_year_4,false_positive_burden_upper_year_5,false_positive_burden_upper_year_6,false_positive_burden_upper_year_7,false_positive_burden_upper_year_8,false_positive_burden_upper_year_9,false_positive_burden_upper_year_10,false_positive_per_100_year_1,false_positive_per_100_year_2,false_positive_per_100_year_3,false_positive_per_100_year_4,false_positive_per_100_year_5,false_positive_per_100_year_6,false_positive_per_100_year_7,false_positive_per_100_year_8,false_positive_per_100_year_9,false_positive_per_100_year_10,ppv_year_1,ppv_year_2,ppv_year_3,ppv_year_4,ppv_year_5,ppv_year_6,ppv_year_7,ppv_year_8,ppv_year_9,ppv_year_10,tpr_year_1,tpr_year_2,tpr_year_3,tpr_year_4,tpr_year_5,tpr_year_6,tpr_year_7,tpr_year_8,tpr_year_9,tpr_year_10,net_benefit_year_1,net_benefit_year_2,net_benefit_year_3,net_benefit_year_4,net_benefit_year_5,net_benefit_year_6,net_benefit_year_7,net_benefit_year_8,net_benefit_year_9,net_benefit_year_10,net_benefit_lower_year_1,net_benefit_lower_year_2,net_benefit_lower_year_3,net_benefit_lower_year_4,net_benefit_lower_year_5,net_benefit_lower_year_6,net_benefit_lower_year_7,net_benefit_lower_year_8,net_benefit_lower_year_9,net_benefit_lower_year_10,net_benefit_upper_year_1,net_benefit_upper_year_2,net_benefit_upper_year_3,net_benefit_upper_year_4,net_benefit_upper_year_5,net_benefit_upper_year_6,net_benefit_upper_year_7,net_benefit_upper_year_8,net_benefit_upper_year_9,net_benefit_upper_year_10,support_label_year_1,support_label_year_2,support_label_year_3,support_label_year_4,support_label_year_5,support_label_year_6,support_label_year_7,support_label_year_8,support_label_year_9,support_label_year_10,reporting_status_year_1,reporting_status_year_2,reporting_status_year_3,reporting_status_year_4,reporting_status_year_5,reporting_status_year_6,reporting_status_year_7,reporting_status_year_8,reporting_status_year_9,reporting_status_year_10
PNU,base,Base,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,PNU-L0-E,NA,Bayesian cure: other,0.1,IPCW control denominator is zero at this horizon. Threshold-based classification is not estimable; this horizon is also projection-only.; stage6_single_cohort:unsupportive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,PNU-L0-LL,NA,Bayesian cure: other,0.1,IPCW control denominator is zero at this horizon. Threshold-based classification is not estimable; this horizon is also projection-only.; stage6_single_cohort:unsupportive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,PNU-L0-LN,NA,Bayesian cure: other,0.1,IPCW control denominator is zero at this horizon. Threshold-based classification is not estimable; this horizon is also projection-only.; stage6_single_cohort:unsupportive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,PNU-L0-W,NA,Bayesian cure: other,0.1,IPCW control denominator is zero at this horizon. Threshold-based classification is not estimable; this horizon is also projection-only.; stage6_single_cohort:unsupportive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 3,km_benchmark,KM benchmark,KM,km_overall,km_overall,KM: Overall KM benchmark,0.15,event by horizon OR observed event-free through horizon; early censoring before horizon excluded from outcome-based metrics,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518518518518518,0.0185185185185185,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8518518518518,1.85185185185185,0,0,0,0,0,0,0,0,0.222222222222222,0.923076923076923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,coxph,PNU__base__coxph,NA,No-cure: coxph,0.15,Stage 5 IPCW fixed-horizon threshold summary,0.392857142857143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326127112643616,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6127112643616,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.238987925088644,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,0.60295464992959,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0448649835196903,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,coxph,PNU__base__coxph,NA,No-cure: coxph,0.15,Binary horizon outcome not supported at this horizon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,exponential,PNU__base__exponential,NA,No-cure: exponential,0.15,Stage 5 IPCW fixed-horizon threshold summary,0.535714285714286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444718789968568,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4718789968568,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.25390080427553,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,0.890976637477116,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0728599537417804,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,exponential,PNU__base__exponential,NA,No-cure: exponential,0.15,Binary horizon outcome not supported at this horizon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,loglogistic,PNU__base__loglogistic,NA,No-cure: loglogistic,0.15,Stage 5 IPCW fixed-horizon threshold summary,0.642857142857143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533662547962282,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3662547962282,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.220933189305583,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,0.890976637477116,1,NA,NA,NA,NA,NA,NA,NA,NA,0.057163996448772,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,loglogistic,PNU__base__loglogistic,NA,No-cure: loglogistic,0.15,Binary horizon outcome not supported at this horizon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,lognormal,PNU__base__lognormal,NA,No-cure: lognormal,0.15,Stage 5 IPCW fixed-horizon threshold summary,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83014174127466,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.014174127466,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.16985825872534,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0233626573239296,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,lognormal,PNU__base__lognormal,NA,No-cure: lognormal,0.15,Binary horizon outcome not supported at this horizon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,weibull,PNU__base__weibull,NA,No-cure: weibull,0.15,Stage 5 IPCW fixed-horizon threshold summary,0.607142857142857,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504014628631044,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4014628631044,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.230928101502079,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,0.890976637477116,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0623959822131081,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 5,no_cure,No-cure,weibull,PNU__base__weibull,NA,No-cure: weibull,0.15,Binary horizon outcome not supported at this horizon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,projection,projection,projection,NA,NA,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_aft_sensitivity,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0.607142857142857,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0897727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504014628631044,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.0897727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4014628631044,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.230928101502079,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,0.890976637477116,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0623959822131082,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,-0.0143508416438471,0.00176901374270659,NA,NA,NA,NA,NA,NA,NA,NA,0.191744160796602,0.424337679766121,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_coxlatency,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0.357142857142857,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968069556451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.296479193312379,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968069556451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.647919331237897,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.256750686221004,0.276545023089491,NA,NA,NA,NA,NA,NA,NA,NA,0.60295464992959,0.896966951628342,NA,NA,NA,NA,NA,NA,NA,NA,0.0500969692840264,0.144292854802984,NA,NA,NA,NA,NA,NA,NA,NA,-0.0174420513007126,4.14195175905743e-4,NA,NA,NA,NA,NA,NA,NA,NA,0.188128248775063,0.42779230567249,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_exp,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0.678571428571428,1,NA,NA,NA,NA,NA,NA,NA,NA,0.171309523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563310467293519,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.171309523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3310467293519,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.211767573308582,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,0.890976637477116,1,NA,NA,NA,NA,NA,NA,NA,NA,0.051932010684436,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,-0.0302156272130431,0.0157494996469151,NA,NA,NA,NA,NA,NA,NA,NA,0.187526736999147,0.428407146364926,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_llogis,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0.785714285714286,1,NA,NA,NA,NA,NA,NA,NA,NA,0.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652254225287233,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2254225287233,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.206611944263752,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0547545719099462,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,-0.0282334902897838,0.00982085179495137,NA,NA,NA,NA,NA,NA,NA,NA,0.186598550535591,0.426278586337977,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_lnorm,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,0.176406649616368,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622606305955995,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.176406649616368,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.260630595599494,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.19554301098527,0.276545023089491,NA,NA,NA,NA,NA,NA,NA,NA,0.890976637477116,0.896966951628342,NA,NA,NA,NA,NA,NA,NA,NA,0.0414680391557638,0.144292854802984,NA,NA,NA,NA,NA,NA,NA,NA,-0.0302156272130431,0.00706465759195406,NA,NA,NA,NA,NA,NA,NA,NA,0.187152826765706,0.427519940408596,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_weibull,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0.678571428571428,1,NA,NA,NA,NA,NA,NA,NA,NA,0.153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563310467293519,0.701181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3310467293519,70.1181083084698,NA,NA,NA,NA,NA,NA,NA,NA,0.211767573308582,0.298818916915302,NA,NA,NA,NA,NA,NA,NA,NA,0.890976637477116,1,NA,NA,NA,NA,NA,NA,NA,NA,0.051932010684436,0.175081078723884,NA,NA,NA,NA,NA,NA,NA,NA,-0.028249638865208,0.0127018673485311,NA,NA,NA,NA,NA,NA,NA,NA,0.185987542115281,0.427519940408596,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,reported,reported,NA,NA,NA,NA,NA,NA,NA,NA
