dataset,subgroup_kind,subgroup_value,group_id,panel_label,analysis_structure,summary_view,horizon_year,interpretation_tier,interpretation_note,support_tier_standard,support_display_group,support_display_label,n_total,instability_marker,total_eligible_n,eligible_site_count,dominant_site,dominant_site_n,dominant_site_fraction,site_dominance_status,site_dominance_note,site_dominance_warning_flag,site_dominance_warning_note,completeness_plot_status,completeness_plot_note,completeness_plot_alpha,completeness_plot_masked,percentage_method_plot,CCI_plot,SPT_plot,preferred_for_reporting,reporting_priority,reporting_preference_note,metric_name,metric_value,metric_scope
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,CCI,0.8854216784658735,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_prop,0.14814814814814814,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligibility_fraction,0.8703703703703703,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligible_n,47,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,observed_person_time_year,35.268993839835716,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,percentage_method,0.8297872340425532,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_fraction,0.5185185185185185,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_n,28,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,CCI,0.9360220632406748,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,SPT,0.954180111469639,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_censoring_n,29,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_censoring_prop,0.5370370370370371,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_eventlike_n,24,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_eventlike_prop,0.4444444444444444,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_n,12,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_prop,0.2222222222222222,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_n,29,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_prop,0.5370370370370371,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_n,12,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_prop,0.2222222222222222,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligibility_fraction,0.6481481481481481,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligible_n,35,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,observed_person_time_year,46.92539356605063,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,percentage_method,0.6285714285714286,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_fraction,0.018518518518518517,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,54,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.6285714285714286,0.9360220632406748,0.954180111469639,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_n,1,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,CCI,1,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,SPT,1,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_censoring_n,29,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_censoring_prop,0.5370370370370371,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_eventlike_n,25,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_eventlike_prop,0.46296296296296297,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_n,13,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_prop,0.24074074074074073,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_n,29,horizon_level
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,54,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_prop,0.5370370370370371,horizon_level
